"ResponseID","xdemAll","demZIP","BPC1_1","BPC1_2","BPC1_3","BPC1_4","BPC1_5","BPC2_1NET","BPC2_2NET","BPC2_3NET","BPC2_4NET","BPC2_5NET","BPC2_6NET","BPC2_7NET","BPC2_8NET","BPC2_9NET","BPC2_10NET","BPC2_11NET","BPC2_12NET","BPC2_13NET","BPC2_14NET","BPC3_1NET","BPC3_2NET","BPC3_3NET","BPC3_4NET","BPC3_5NET","BPC3_6NET","BPC3_7NET","BPC3_8NET","BPC3_9NET","BPC3_10NET","BPC3_11NET","BPC3_12NET","BPC3_13NET","BPC3_14NET","BPC3_15NET","BPC4_1NET","BPC4_2NET","BPC4_3NET","BPC4_4NET","BPC4_5NET","BPC4_6NET","BPC4_7NET","BPC4_8NET","BPC4_9NET","BPC4_10NET","BPC4_11NET","BPC4_12NET","BPC4_13NET","BPC4_14NET","BPC4_15NET","BPC5_1NET","BPC5_2NET","BPC5_3NET","BPC5_4NET","BPC5_5NET","BPC5_6NET","BPC5_7NET","BPC5_8NET","BPC5_9NET","BPC5_10NET","BPC5_11NET","BPC5_12NET","BPC5_13NET","BPC5_14NET","BPC5_15NET","BPC6_1NET","BPC6_2NET","BPC6_3NET","BPC6_4NET","BPC6_5NET","BPC6_6NET","BPC6_7NET","BPC6_8NET","BPC6_9NET","BPC6_10NET","BPC6_11NET","BPC6_12NET","BPC6_13NET","BPC6_14NET","BPC6_15NET","BPC6_16NET","BPC6_17NET","BPC6_18NET","BPC6_19NET","BPC6_20NET","BPC7_1NET","BPC7_2NET","BPC7_3NET","BPC7_4NET","BPC7_5NET","BPC7_6NET","BPC7_7NET","BPC7_8NET","BPC7_9NET","BPC7_10NET","BPC7_11NET","BPC7_12NET","BPC7_13NET","BPC7_14NET","BPC7_15NET","BPC7_16NET","BPC7_17NET","BPC7_18NET","BPC7_19NET","BPC7_20NET","BPC8_1NET","BPC8_2NET","BPC8_3NET","BPC8_4NET","BPC8_5NET","BPC8_6NET","BPC8_7NET","BPC8_8NET","BPC8_9NET","BPC8_10NET","BPC8_11NET","BPC9","BPC10","BPC11","BPC12","BPC13","BPC14_1","BPC14_2","BPC14_3","BPC14_4","BPC14_5","BPC14_6","BPC14_7","BPC14_8","BPC14_9","BPC14_10","BPC15","BPC16_1NET","BPC16_2NET","BPC16_3NET","BPC16_4NET","BPC16_5NET","BPC16_6NET","BPC16_7NET","BPC16_8NET","BPC16_9NET","BPC16_10NET","BPC17_1","BPC17_2","BPC17_3","BPC17_4","BPC18","BPC19","BPC20a","BPC20b","BPC20c","BPC21a","BPC21b","BPC21c","BPC22a","BPC22b","BPC22c","BPC23a","BPC23b","BPC23c","BPC24_1","BPC24_2","BPC24_3","BPC24_4","BPC24_5","BPC24_6","BPC24_7","BPC24_8","BPC24_9","BPC24_10","BPC24_11","nr1","nr2b","nr3","BPC20","BPC21","BPC22","BPC23","xdemGender","age","demAgeGeneration","xpid3","xpidGender","xdemIdeo3","xeduc3","xdemInc3","xdemWhite","xdemHispBin","demBlackBin","demRaceOther","xdemReligion","xdemReligOther","xdemEvang","xdemUsr","xdemEmploy","xdemMilHH1","xnr1","xdemBidenApprove","xdemBidenApprove2","xnr3","xsubVote22O","xsubVote20O","xsubVote18O","xreg4","demInsured","demInsType","demUnion","demLGBTQ1","xdemMarried","BPCxdem1","BPCxdem2","BPCxdem3","BPCxdem4","BPCxdem5","county_fips","demGender","wts"
"R_3bI9rG4zhN8DznB",1,"85260",2,4,4,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,4,5,3,3,3,2,NA,3,3,3,3,3,3,4,2,1,2,2,2,2,1,1,2,2,2,6,2,2,2,5,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,2,2,3,3,3,3,3,3,2,3,3,2,4,2,2,2,2,2,1,4,4,3,5,3,2,2,1,NA,NA,NA,1,NA,1,2,3,2,2,2,4,2,2,2,2,4,1,5,2,1,2,2,2,2,4,NA,4013,1,0.2754266296806129
"R_5UfrO0TwrTsPxlK",1,"08620",5,1,1,1,5,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,4,3,2,5,2,3,3,3,NA,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,4,4,4,4,3,2,NA,2,NA,NA,2,NA,NA,2,NA,NA,3,NA,2,2,1,1,1,2,1,2,1,2,3,2,3,2,2,2,2,3,1,3,3,2,3,3,1,2,1,NA,NA,NA,5,NA,2,2,7,2,2,2,3,2,4,4,4,1,2,NA,2,1,2,2,2,2,1,1,34005,1,0.10555043592795851
"R_7mDIcILxkdvGzBx",1,"74108",3,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,4,4,3,4,NA,1,2,2,4,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,4,3,1,NA,1,NA,NA,2,NA,NA,3,NA,NA,1,NA,4,3,2,2,2,4,4,2,4,4,3,1,3,2,1,2,3,1,1,1,2,3,5,3,1,2,1,NA,NA,NA,1,NA,2,3,1,2,1,2,3,2,2,2,2,3,1,1,2,1,2,1,2,2,4,NA,40143,1,0.793678904371224
"R_7ECvJ0u4nWvFKUx",1,"01930",3,5,1,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,2,5,5,2,3,3,3,3,NA,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,6,1,6,6,1,2,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,5,5,2,5,5,5,2,5,2,2,2,2,5,4,2,2,2,2,2,3,4,1,2,1,1,1,1,NA,NA,NA,1,NA,2,1,6,2,2,NA,NA,4,1,1,4,1,1,6,2,1,2,2,2,2,1,2,25009,2,0.10292515899652288
"R_3q3VUCLJV76D4it",1,"75501",1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,3,1,6,1,5,5,5,NA,5,5,5,5,5,5,6,1,2,2,2,2,2,1,2,2,2,3,5,5,5,4,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,4,1,1,1,1,1,2,1,1,1,4,2,4,2,1,1,1,1,1,3,4,3,5,3,1,1,1,NA,NA,NA,1,NA,1,1,6,2,2,2,4,2,2,2,2,3,1,5,2,2,2,2,2,2,1,1,48037,1,0.2923599954229178
"R_3KpVMyAqQYzcokv",1,"15221",3,3,4,3,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,4,1,6,2,3,2,1,NA,3,4,3,5,3,5,3,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,2,2,2,4,2,3,3,3,2,3,2,1,1,1,1,1,1,1,1,3,4,1,1,2,1,2,NA,NA,1,NA,1,NA,1,2,6,1,1,1,1,1,4,1,4,1,1,5,2,1,1,1,2,2,1,1,42003,1,1.2519533742355735
"R_3478BpUoTgDRZEo",1,"53206",2,3,5,2,5,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,1,6,6,5,3,3,2,2,NA,2,3,3,3,2,1,2,2,2,2,2,2,2,2,2,1,6,6,6,6,5,1,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,1,5,3,2,1,3,2,4,1,2,2,1,4,6,5,5,5,5,2,1,2,2,4,1,1,1,1,NA,NA,NA,5,NA,2,3,4,2,1,2,4,6,4,4,4,2,1,6,2,4,2,1,2,1,1,2,55079,2,0.18362333190448182
"R_3RgwZzZQqdAC2Fb",1,"37934",1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,2,6,4,2,4,3,3,4,NA,4,4,4,4,4,5,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,5,NA,NA,2,2,1,3,1,3,3,3,1,3,3,1,1,5,2,2,2,5,2,2,2,1,2,1,2,1,1,NA,NA,NA,1,NA,1,2,7,1,1,1,1,5,4,1,4,3,1,4,2,6,2,1,2,2,1,2,47093,2,1.74156179443657
"R_1RU3VMvptaLiVUZ",1,"20714",5,5,5,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,5,5,3,5,5,5,NA,5,5,5,5,5,5,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,2,1,1,4,1,3,3,1,2,2,1,1,1,4,1,1,1,1,1,4,NA,1,1,1,3,1,1,NA,NA,NA,1,NA,2,2,6,1,1,1,1,4,1,1,1,3,1,5,2,1,2,1,2,2,1,2,24009,1,0.10499916391213257
"R_396Lmrott5fCLMV",1,"01923",5,5,5,5,5,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,3,5,5,5,3,2,2,4,NA,4,3,4,3,3,6,2,2,2,2,2,2,2,2,2,1,4,6,4,6,1,2,NA,3,NA,NA,5,NA,NA,5,NA,NA,3,NA,2,2,5,2,2,2,2,5,5,5,2,2,4,2,3,5,5,3,1,2,2,2,3,2,1,2,1,NA,NA,NA,4,NA,NA,2,1,2,2,2,4,2,4,4,4,1,1,1,2,1,1,2,2,1,4,NA,25009,1,0.06155172928528793
"R_3ALpf4sEkCwjAWg",1,"99201",2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,6,5,5,5,5,1,NA,5,5,5,5,5,5,3,2,1,2,2,2,2,2,2,2,2,3,2,2,3,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,1,1,1,1,2,2,1,1,2,1,1,1,NA,NA,NA,5,NA,2,2,7,2,1,1,1,5,1,1,1,4,1,6,2,1,2,1,2,2,1,1,53063,1,0.25021184832655824
"R_5BVgnIdUXLJvse2",1,"30034",5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,2,6,6,5,3,3,3,NA,3,3,3,3,3,3,7,2,2,2,2,2,2,2,2,2,1,3,3,3,3,5,5,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,NA,5,5,5,5,5,5,5,5,5,5,5,2,4,8,5,5,5,5,1,1,2,3,5,3,1,2,NA,NA,1,NA,1,NA,1,2,7,2,2,2,4,8,2,2,2,3,2,NA,2,1,2,2,2,2,1,2,13089,1,1.5833322855821026
"R_5MlNWeX1qHjXeP7",1,"44212",4,4,4,4,4,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,5,3,4,5,2,5,5,2,NA,5,5,3,3,4,5,1,1,1,2,1,2,1,1,2,2,2,5,6,5,6,1,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,3,1,1,3,1,1,1,1,1,2,1,1,2,4,8,1,1,2,3,2,3,3,3,6,3,1,1,1,NA,NA,NA,5,NA,1,3,7,2,2,2,4,8,2,2,2,2,1,6,2,1,2,2,2,2,4,1,39103,2,0.3532169250658773
"R_7kuq8PtpMKcZqiW",1,"21214",1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,3,4,2,5,4,4,4,NA,4,4,4,4,4,5,3,1,1,2,2,1,2,2,2,2,2,3,3,2,3,1,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,2,2,3,1,2,1,2,4,4,3,3,2,4,1,2,2,1,2,1,3,3,3,5,2,1,3,1,NA,NA,NA,1,NA,2,2,1,2,2,2,4,1,4,2,4,3,1,1,2,1,2,2,2,1,1,NA,24510,1,0.2530913231877695
"R_5dp2J5IfIgUpvoH",1,"10033",3,3,3,3,3,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,6,2,2,2,5,2,5,NA,5,2,5,5,5,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,1,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,2,3,3,2,2,2,2,2,2,2,2,1,8,2,2,2,2,1,3,4,1,1,1,1,1,NA,NA,1,NA,1,NA,2,1,6,2,2,1,1,8,1,1,1,1,1,5,2,1,2,2,2,2,1,1,36061,1,0.4139732576107645
"R_5I3LHgFxa4N8D9p",1,"79602",1,4,2,4,3,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,1,5,2,5,5,5,NA,5,5,5,5,5,5,6,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,NA,NA,2,NA,NA,2,NA,NA,4,NA,NA,1,2,1,1,2,2,2,3,1,2,3,2,4,2,2,2,2,4,1,4,4,3,5,3,3,2,1,NA,NA,NA,1,NA,1,3,6,2,2,2,4,2,2,2,2,3,1,5,2,1,1,2,2,2,1,2,48441,1,1.507081186598648
"R_3AFhKD3z0xxkiLn",1,"21742",3,2,3,3,4,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,3,NA,2,3,4,4,4,2,1,1,2,2,1,2,1,1,2,2,6,6,6,6,1,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,3,3,3,3,3,3,3,3,3,3,3,2,2,5,1,1,1,1,2,4,4,1,2,3,1,2,1,NA,NA,NA,1,NA,1,1,6,2,2,1,2,5,4,1,4,3,1,5,2,1,2,2,2,2,1,2,24043,2,0.2557954547025353
"R_3FA0m28Ow5IaUiv",1,"36613",5,1,2,3,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,NA,5,5,4,5,3,3,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,NA,NA,3,NA,NA,3,NA,NA,1,NA,NA,1,1,3,3,1,4,2,1,1,3,1,2,3,1,1,3,3,1,2,3,3,1,2,1,2,1,1,NA,NA,NA,1,NA,2,3,1,2,2,2,3,1,4,1,4,3,1,1,2,1,2,2,2,2,1,NA,1097,2,2.246789441273367
"R_3IPUda9xwkVprCF",1,"39208",3,3,3,3,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,5,3,2,2,2,2,2,NA,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,4,4,4,4,4,4,4,4,4,4,3,1,1,4,2,2,2,2,2,4,4,1,2,1,1,1,NA,NA,1,NA,1,NA,2,2,6,2,1,1,1,4,1,1,1,3,1,5,2,1,2,1,2,2,1,1,28121,2,1.8042479554848143
"R_62YskA1tkVAskLA",1,"44706",1,2,3,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,NA,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,3,3,4,3,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,2,2,1,1,1,1,1,2,1,2,1,2,2,4,1,1,1,1,1,1,2,3,5,2,1,1,1,1,NA,NA,1,NA,2,1,8,2,2,1,2,4,2,2,4,2,1,6,2,1,2,2,2,2,4,2,39151,1,4.577639452944773e-7
"R_3pPsQ8jhHmFKoIE",1,"28570",3,4,4,4,4,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,3,6,5,1,5,5,5,5,NA,5,5,5,5,5,1,2,1,2,2,2,2,1,2,2,2,5,4,4,6,1,1,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,NA,1,1,3,1,2,1,1,4,3,3,3,2,4,2,4,4,4,4,1,3,3,2,3,3,1,1,1,NA,NA,NA,1,NA,1,3,3,2,2,2,4,2,2,2,4,3,1,6,2,1,2,2,2,2,1,NA,37031,1,0.2923599954229178
"R_5CxiQo6s5FTuclk",1,"76093",2,4,2,4,4,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,4,3,6,5,5,5,5,5,NA,5,5,5,5,5,5,5,2,1,2,1,2,2,2,1,2,2,5,6,5,6,4,1,NA,2,NA,NA,1,NA,NA,2,NA,NA,4,NA,2,1,2,1,1,1,1,1,1,5,4,2,4,1,2,1,2,4,2,2,2,3,6,3,2,1,1,NA,NA,NA,1,NA,1,3,1,1,2,2,4,1,2,2,4,3,1,1,1,1,1,2,2,1,4,NA,48217,2,2.3098195336593856
"R_7GJ0MNS0bHUVjNz",1,"77014",4,4,4,4,4,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,NA,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,3,3,3,3,2,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,3,4,4,3,4,4,4,3,4,3,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,NA,NA,1,NA,1,NA,2,2,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,2,1,1,NA,48201,1,1.6454463110695392
"R_191aqTUmxTjHC34",1,"21801",3,3,3,3,5,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,6,3,6,6,5,4,4,4,NA,4,4,4,4,4,4,3,2,2,2,2,2,1,1,2,2,2,1,1,1,1,5,2,3,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,2,5,4,1,2,1,1,4,4,2,4,2,4,2,3,3,3,3,2,3,3,3,6,3,1,1,NA,NA,1,NA,5,NA,1,3,7,2,2,2,4,2,4,2,4,3,1,6,2,1,1,2,2,2,4,2,24045,2,1.0105975127883497
"R_3KAUkl6PZBkhufN",1,"13363",1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,4,3,4,6,3,3,3,3,NA,4,3,3,3,3,3,4,2,2,2,1,2,2,1,2,2,2,4,3,2,3,4,1,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,1,5,1,2,1,5,2,5,2,2,2,5,2,4,4,1,2,1,1,1,4,4,3,5,2,1,1,1,NA,NA,NA,1,NA,2,3,6,2,2,2,4,4,4,4,4,1,1,4,2,1,1,2,2,2,4,2,36065,1,0.4308636010890592
