"ResponseID","xdemAll","demZIP","BPC1_1","BPC1_2","BPC1_3","BPC1_4","BPC1_5","BPC2_1NET","BPC2_2NET","BPC2_3NET","BPC2_4NET","BPC2_5NET","BPC2_6NET","BPC2_7NET","BPC2_8NET","BPC2_9NET","BPC2_10NET","BPC2_11NET","BPC2_12NET","BPC2_13NET","BPC2_14NET","BPC3_1NET","BPC3_2NET","BPC3_3NET","BPC3_4NET","BPC3_5NET","BPC3_6NET","BPC3_7NET","BPC3_8NET","BPC3_9NET","BPC3_10NET","BPC3_11NET","BPC3_12NET","BPC3_13NET","BPC3_14NET","BPC3_15NET","BPC4_1NET","BPC4_2NET","BPC4_3NET","BPC4_4NET","BPC4_5NET","BPC4_6NET","BPC4_7NET","BPC4_8NET","BPC4_9NET","BPC4_10NET","BPC4_11NET","BPC4_12NET","BPC4_13NET","BPC4_14NET","BPC4_15NET","BPC5_1NET","BPC5_2NET","BPC5_3NET","BPC5_4NET","BPC5_5NET","BPC5_6NET","BPC5_7NET","BPC5_8NET","BPC5_9NET","BPC5_10NET","BPC5_11NET","BPC5_12NET","BPC5_13NET","BPC5_14NET","BPC5_15NET","BPC6_1NET","BPC6_2NET","BPC6_3NET","BPC6_4NET","BPC6_5NET","BPC6_6NET","BPC6_7NET","BPC6_8NET","BPC6_9NET","BPC6_10NET","BPC6_11NET","BPC6_12NET","BPC6_13NET","BPC6_14NET","BPC6_15NET","BPC6_16NET","BPC6_17NET","BPC6_18NET","BPC6_19NET","BPC6_20NET","BPC7_1NET","BPC7_2NET","BPC7_3NET","BPC7_4NET","BPC7_5NET","BPC7_6NET","BPC7_7NET","BPC7_8NET","BPC7_9NET","BPC7_10NET","BPC7_11NET","BPC7_12NET","BPC7_13NET","BPC7_14NET","BPC7_15NET","BPC7_16NET","BPC7_17NET","BPC7_18NET","BPC7_19NET","BPC7_20NET","BPC8_1NET","BPC8_2NET","BPC8_3NET","BPC8_4NET","BPC8_5NET","BPC8_6NET","BPC8_7NET","BPC8_8NET","BPC8_9NET","BPC8_10NET","BPC8_11NET","BPC9","BPC10","BPC11","BPC12","BPC13","BPC14_1","BPC14_2","BPC14_3","BPC14_4","BPC14_5","BPC14_6","BPC14_7","BPC14_8","BPC14_9","BPC14_10","BPC15","BPC16_1NET","BPC16_2NET","BPC16_3NET","BPC16_4NET","BPC16_5NET","BPC16_6NET","BPC16_7NET","BPC16_8NET","BPC16_9NET","BPC16_10NET","BPC17_1","BPC17_2","BPC17_3","BPC17_4","BPC18","BPC19","BPC20","BPC20a","BPC20b","BPC20c","BPC21","BPC21a","BPC21b","BPC21c","BPC22","BPC22a","BPC22b","BPC22c","BPC23","BPC23a","BPC23b","BPC23c","BPC24_1","BPC24_2","BPC24_3","BPC24_4","BPC24_5","BPC24_6","BPC24_7","BPC24_8","BPC24_9","BPC24_10","BPC24_11","nr1","nr2b","nr3","xdemGender","age","demAgeGeneration","xpid3","xpidGender","xdemIdeo3","xeduc3","xdemInc3","xdemWhite","xdemHispBin","demBlackBin","demRaceOther","xdemReligion","xdemReligOther","xdemEvang","xdemUsr","xdemEmploy","xdemMilHH1","xnr1","xdemBidenApprove","xdemBidenApprove2","xnr3","xsubVote22O","xsubVote20O","xsubVote18O","xreg4","demInsured","demInsType","demUnion","demLGBTQ1","xdemMarried","BPCxdem1","BPCxdem2","BPCxdem3","BPCxdem4","BPCxdem5","county_fips","demGender","wts"
"R_7NQARdMFCaBlohZ",1,"58201",4,4,1,3,5,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,3,4,5,5,3,3,3,3,NA,3,3,3,3,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,3,4,1,1,1,1,1,NA,NA,1,NA,4,NA,NA,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,3,NA,38035,1,0.12433533136809048
"R_3FYi6sielbNAnyF",1,"89509",1,2,2,4,4,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,3,1,4,5,2,2,2,NA,1,3,2,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,3,3,3,4,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,3,3,3,3,3,3,3,4,2,4,2,2,3,1,1,3,3,3,5,2,1,1,1,NA,NA,NA,1,NA,2,3,3,2,2,2,3,1,4,2,4,4,1,6,2,1,2,2,2,2,1,NA,32031,1,0.10591314638871716
"R_6AgQb0A1mzGn4ch",1,"15222",1,3,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,3,4,3,NA,3,3,3,4,3,2,3,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,2,2,2,2,2,3,3,2,2,1,2,1,1,3,2,1,1,1,2,1,1,2,1,NA,NA,NA,4,NA,NA,2,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,NA,42003,2,0.8559358330910015
"R_3meLXSOu6e9Am8p",1,"80918",5,5,3,4,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,6,6,2,5,5,5,5,NA,5,5,5,5,5,4,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,3,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,4,1,4,4,3,1,4,4,1,1,1,2,4,4,2,4,2,1,3,1,NA,NA,NA,4,NA,NA,1,6,2,1,1,1,1,1,1,1,4,1,5,2,1,1,1,2,2,1,2,8041,2,1.2481322203667697
"R_5PbSI7MNXdGAR1X",1,"54670",3,3,3,3,3,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,3,6,5,2,2,2,2,NA,2,4,2,2,2,2,4,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,2,2,4,1,4,3,2,1,4,3,2,2,3,2,3,3,1,2,2,1,1,1,NA,NA,NA,1,NA,1,3,3,2,2,1,2,3,4,1,4,2,1,6,2,1,1,2,2,2,4,NA,55081,2,1.2237858755943978
"R_6D7q12Xsri35jQP",1,"33487",3,3,3,3,3,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,3,3,3,3,NA,3,3,3,3,3,5,2,1,2,2,1,1,1,2,2,2,1,6,6,6,2,2,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,4,1,4,1,4,4,1,1,5,2,1,1,5,2,4,4,1,2,1,1,3,1,NA,NA,NA,1,NA,2,2,1,2,1,1,1,5,1,1,1,3,1,5,2,1,2,1,2,2,1,NA,12099,2,0.9133892272580572
"R_3LCIRDvZJY5gzyO",1,"93021",3,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,4,2,4,4,3,4,2,4,NA,4,3,4,2,4,4,4,2,2,1,2,2,2,1,1,2,2,3,3,3,3,3,1,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3,NA,3,NA,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,4,4,1,1,1,3,3,1,NA,NA,NA,1,NA,2,2,6,1,1,1,1,2,1,1,4,4,1,5,2,1,1,1,2,2,1,1,6111,1,1.4151391882817634
"R_5ribEcPvSAjuwcR",1,"32092",3,2,3,2,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,6,4,6,4,5,3,3,4,NA,4,5,3,5,4,4,6,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,NA,NA,2,2,NA,NA,2,3,NA,NA,3,3,NA,NA,3,1,1,1,4,1,1,2,2,1,1,3,2,2,4,2,4,4,1,2,2,2,1,1,NA,NA,NA,1,NA,2,2,6,2,2,1,2,4,1,1,1,3,1,5,2,1,2,2,2,2,1,2,12109,2,2.420134978023003
"R_6v8lKFamPf42FhE",1,"60628",1,4,3,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,4,4,3,3,3,3,NA,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,4,1,1,1,2,2,2,1,1,3,3,2,3,2,1,2,NA,NA,1,NA,5,NA,1,1,8,2,2,1,2,1,1,1,1,2,1,4,2,1,2,2,2,1,1,2,17031,1,1.9898450273493777
"R_7xOxUIh07coI1Wx",1,"24112",3,4,4,3,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,3,1,2,1,2,NA,3,2,1,2,1,3,2,1,1,2,1,2,2,2,2,2,2,2,3,3,2,1,1,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,2,1,1,2,1,1,3,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,NA,NA,1,NA,1,NA,1,3,1,2,2,1,2,1,1,1,1,3,1,4,1,1,2,2,2,2,1,NA,51690,2,2.2832671896789023
"R_3PcKN1Fd0sOt9P2",1,"45103",3,2,2,1,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,4,2,3,4,1,2,3,2,NA,3,3,4,3,3,3,4,2,2,2,2,2,1,1,1,2,2,2,3,3,4,1,2,2,NA,NA,2,2,NA,NA,2,3,NA,NA,3,2,NA,NA,2,3,4,3,3,3,1,4,2,2,3,4,1,2,5,1,3,3,2,3,1,1,2,NA,NA,NA,1,2,1,NA,3,1,2,1,1,2,5,4,1,4,2,1,6,2,1,1,1,2,1,1,NA,39025,1,0.6686769327150505
"R_32JWyWOnPpyZyix",1,"41537",4,4,3,4,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,6,2,5,5,5,5,5,5,NA,5,5,5,5,5,5,6,2,1,2,2,1,1,2,1,2,2,1,3,3,3,2,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,3,1,2,1,1,1,1,NA,NA,NA,5,NA,2,1,4,2,1,1,1,2,1,1,1,3,1,6,2,1,1,1,2,2,1,1,21195,2,1.0944014357042653
"R_71pL4t3EYB9hHPw",1,"90640",5,5,1,3,5,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,5,3,4,4,5,3,3,3,NA,3,3,3,3,3,3,4,2,1,2,2,2,1,1,2,2,2,2,6,6,6,2,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,2,3,4,4,2,3,4,3,2,4,4,1,2,1,2,3,3,3,6,3,2,2,NA,NA,NA,1,4,NA,NA,2,6,1,1,1,2,1,1,1,2,4,1,4,2,1,2,1,2,2,1,2,6037,2,3.168241949451622
"R_6mIrg56LDBu9zbz",1,"06762",5,5,2,3,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,4,6,5,5,3,2,2,NA,3,5,3,4,4,3,6,2,2,2,2,1,1,1,2,2,2,2,3,2,3,2,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,2,2,2,3,3,1,2,2,4,3,2,4,1,1,4,4,2,3,3,3,3,1,NA,NA,NA,1,NA,2,2,6,1,2,2,4,1,2,2,2,1,1,7,2,1,1,2,2,2,1,2,9009,1,1.5094722499988922
"R_5caSp9mWecnove1",1,"60560",5,1,3,4,4,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,3,6,4,2,3,4,2,NA,2,4,3,4,4,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,1,1,4,1,4,4,3,2,2,1,1,1,3,2,3,3,2,4,2,3,3,1,NA,NA,NA,1,NA,1,2,2,2,1,1,1,3,1,1,1,2,1,1,2,1,1,1,2,1,1,NA,17093,2,1.6328448853802675
"R_3zgvHA7Gi5IWni9",1,"29302",3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,2,NA,2,1,2,3,2,1,2,1,2,2,2,2,1,2,2,2,6,2,2,1,2,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,3,4,3,6,3,2,1,NA,NA,NA,1,5,NA,1,1,1,2,2,2,4,2,2,2,2,3,1,1,2,1,1,2,2,2,1,NA,45083,2,3.4349292816966193
"R_6c0HcTYpBUGKGH8",1,"77845",1,3,3,3,3,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,6,4,2,4,4,2,NA,3,4,3,4,4,4,2,1,1,2,1,2,1,1,2,2,2,5,6,5,6,4,2,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,5,NA,5,NA,3,2,5,1,3,2,1,3,5,5,3,2,4,1,2,4,4,2,4,3,1,1,1,NA,NA,NA,5,NA,2,2,6,2,2,2,4,1,2,2,2,3,1,5,2,1,2,2,2,2,3,2,48041,2,0.1121330365914822
"R_6HnSBrCbmlpt5fH",1,"70815",5,5,1,3,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,4,3,6,4,2,3,3,2,NA,3,5,4,4,5,3,1,1,1,2,1,1,1,1,2,2,2,1,3,3,3,2,1,2,NA,NA,2,2,NA,NA,2,2,NA,NA,2,3,NA,NA,3,2,2,2,1,1,1,1,2,1,3,4,2,4,2,2,3,4,3,6,3,1,3,1,NA,NA,NA,1,NA,1,2,3,1,2,2,4,2,2,2,2,3,1,1,2,1,1,2,2,2,4,NA,22033,2,1.111666818447615
"R_5HHW06pzNONHDgB",1,"33316",1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,3,3,3,3,1,1,2,2,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,4,4,1,2,2,3,3,1,NA,NA,NA,1,NA,2,1,6,2,2,2,4,2,1,2,1,3,1,4,2,1,2,2,2,1,1,2,12011,2,2.3944059048837825
"R_6kFDWvOv7XBC8yy",1,"95337",5,1,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,4,5,5,5,3,3,3,NA,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,6,6,6,6,3,5,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,1,1,3,1,4,4,1,1,2,2,2,NA,NA,NA,1,1,NA,2,2,6,2,1,1,1,3,1,1,4,4,1,1,2,1,1,1,2,2,1,2,6077,1,2.3564087010702797
"R_1g7MK8IfSlrJvha",1,"89128",5,5,1,1,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,3,4,5,5,3,3,4,2,NA,3,3,3,3,2,3,1,2,2,2,2,2,1,2,2,2,3,3,3,3,4,5,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,2,2,4,4,2,3,3,3,2,2,3,1,2,5,2,3,3,1,2,1,2,1,1,NA,NA,NA,3,NA,NA,2,3,2,1,1,2,5,1,1,1,4,1,6,2,4,2,1,2,2,1,NA,32003,2,2.7168076158649193
"R_6ijLTDApTzLQqU3",1,"38646",3,3,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,3,2,3,4,2,4,3,3,4,NA,3,4,3,3,3,3,2,2,1,1,2,2,2,2,2,2,3,3,3,3,1,2,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,2,2,NA,NA,2,2,2,2,2,2,3,2,2,3,2,1,2,3,1,1,2,2,3,2,1,1,NA,NA,1,NA,4,NA,NA,3,8,2,1,1,2,3,2,2,2,3,2,NA,2,1,2,1,2,1,4,2,28119,1,0.7246505686434674
"R_1djePXcn8O4ARNx",1,"28610",1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,6,5,4,5,5,5,5,NA,5,5,5,5,5,6,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,3,NA,3,NA,2,NA,2,NA,2,NA,2,NA,4,NA,4,NA,1,1,2,1,1,1,1,2,2,1,3,2,4,1,1,3,3,2,3,3,3,2,1,NA,NA,NA,1,NA,1,3,1,2,2,2,4,1,2,2,2,3,1,1,2,1,1,2,2,2,4,NA,37035,1,1.735654703554134
"R_5jksCoZW3y6tNsi",1,"19136",5,4,3,3,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,5,3,6,5,2,5,5,5,NA,5,5,5,5,5,5,1,2,1,2,2,2,1,1,2,2,2,6,3,4,4,4,1,4,NA,NA,4,4,NA,NA,4,4,NA,NA,4,4,NA,NA,4,3,2,2,1,5,1,1,4,2,5,4,2,4,4,2,4,4,3,6,3,1,3,1,NA,NA,NA,1,NA,2,1,1,2,2,2,4,4,2,2,2,1,1,5,2,1,1,2,2,2,3,NA,42101,2,1.3313326113600767
"R_1aFQhbCsfGB8ikF",1,"84087",5,5,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,6,3,6,5,2,2,2,2,NA,2,5,4,5,5,2,4,2,1,2,2,2,2,1,2,2,2,3,3,3,3,1,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,2,2,1,4,2,4,4,3,2,4,3,1,2,1,2,4,4,3,6,3,3,1,1,NA,NA,NA,1,1,NA,2,6,2,1,1,2,1,2,1,2,4,1,5,2,1,1,1,2,2,1,2,49011,2,2.3160732572542058
